,Name,Rating,Number of Ratings,Longitude,Latitude,Types,neighborhood,Type_1,Type_2,Type_3,Type_4
1524,ركن الفرن الساخن,3.9,230.0,46.104138,25.1283577,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1525,قهوة,,0.0,46.1097404,25.1293929,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1526,مطعم نخبة الصفوة للأكلات الشعبية,3.6,45.0,46.1238176,25.1247586,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة,restaurant, point_of_interest, food, establishment
1527,فوال الخرطوم,3.0,3.0,46.1238362,25.1248808,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1528,Restaurant,4.3,9.0,46.123683,25.125953,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1529,Rukn Assidah Mandi Restaurant,4.0,73.0,46.1240169,25.1309205,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1530,فوال الطائف,3.6,422.0,46.1241064,25.1309475,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1531,Bait Almeena Restaurant,3.6,183.0,46.1239052,25.1313839,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1532,مطعم ومشويات تراث حلب,3.8,73.0,46.12459459999999,25.1310194,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة,restaurant, point_of_interest, food, establishment
1533,Deerty Traditional Restaurant,3.7,282.0,46.1247921,25.1309824,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1534,مطعم كوزين,4.6,93.0,46.1253205,25.1308879,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1535,محارة الخليج Zinker King,4.2,81.0,46.12539049999999,25.1308297,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة,restaurant, point_of_interest, food, establishment
1536,مطعم عالم الطهاة,4.0,105.0,46.12555159999999,25.1308174,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1537,Chefs Restaurant,5.0,1.0,46.12558420000001,25.1308185,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1538,بوفيه وجبات سريعة,3.1,28.0,46.1445388,25.1284909,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة,restaurant, point_of_interest, food, establishment
1539,بوفيه,4.3,6.0,46.1855275,25.1101679,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة,restaurant, point_of_interest, food, establishment
1540,أسرع مقلوبة,3.0,2.0,46.1858291,25.1100392,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1541,Aziza Al Bukhari Restaurant - best restaurant in town,3.5,6.0,46.1858314,25.1100305,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1542,مطعم حصن الجنوب البخاري,4.0,4.0,46.20039479999999,25.1045107,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة,restaurant, point_of_interest, food, establishment
1543,بخاري,4.0,4.0,45.97441729999999,25.131417,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1544,مطعم ندى مطلق العتيبي,2.0,5.0,46.2600159,25.088634,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1545,بوفية زهراء,,0.0,46.2616422,25.0932254,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة,restaurant, point_of_interest, food, establishment
1546,مطعم ديرة الغذاء,4.6,12.0,46.2610057,25.088148,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة,restaurant, point_of_interest, food, establishment
1547,الشيخ محمد الحاتم ابوعادل,5.0,11.0,46.2371789,24.9960839,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1548,585C+9R7 Malham,,0.0,46.32217849999999,25.1584323,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1549,فوال ايام زمان,4.1,86.0,46.3303006,25.1658531,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1550,للوجبات السريعة فرع ملهم,4.7,15.0,46.3288343,25.1765166,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1551,Ghadash Restaurant,4.4,128.0,46.3288343,25.1765166,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1552,Bangladesh restaurant বাংলাদেশ হোটেলে,5.0,1.0,46.3336857,25.1625308,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1553,لقيمات مذهلة,5.0,1.0,46.3336857,25.1625308,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة,restaurant, point_of_interest, food, establishment
1554,‏ساكن ملهم ‏ ‏سعودية,,0.0,46.3336857,25.1625308,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1555,مطعم هيفان,3.8,84.0,46.3308005,25.1730757,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة,restaurant, point_of_interest, food, establishment
1556,Restaurant kofta Shawarma Grill and Broasted pizza and inspiring Fatayer,3.5,150.0,46.33249309999999,25.1681696,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1557,بوفية سماء المذاق الراقي,4.7,13.0,46.33271420000001,25.1679463,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة,restaurant, point_of_interest, food, establishment
1558,FOODILS MALHAM,3.7,293.0,46.332736,25.1678918,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة,restaurant, food, point_of_interest, establishment
1559,فلافل نون,3.1,16.0,46.33275709999999,25.16794449999999,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة,restaurant, point_of_interest, food, establishment
1560,فندق ميرا,3.7,1336.0,46.69398469999999,24.7012777,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,lodging, restaurant, food, point_of_interest
1561,Luthan Hotel and Spa,4.0,423.0,46.6417087,24.7066487,"['lodging', 'spa', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس,lodging, spa, restaurant, point_of_interest
1562,Dining Hall,3.0,27.0,46.6196551,24.7209893,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1563,Domino's Pizza,3.8,589.0,46.6049938,24.692347,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,meal_delivery, meal_takeaway, restaurant, food
1564,McDonald's,3.9,2735.0,46.69138399999999,24.570255,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1565,Derati Restaurant,3.7,1331.0,46.58854249999999,24.6368753,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس,restaurant, point_of_interest, food, establishment
1566,Najd Village,3.8,8468.0,46.66923329999999,24.6976883,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس,restaurant, point_of_interest, food, establishment
1567,Hardee's,3.3,827.0,46.6436339,24.6008518,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس,restaurant, point_of_interest, food, establishment
1568,KFC,3.5,975.0,46.6441676,24.6004069,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1569,Derati Restaurants & Kitchens,3.8,994.0,46.66901430000001,24.5881775,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1570,KFC,3.7,2198.0,46.737091,24.59506409999999,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس,restaurant, point_of_interest, food, establishment
1571,Al-Tazaj,3.9,3797.0,46.5097818,24.5548875,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1572,Falafel Al-Sham,4.1,304.0,46.27933189999999,24.4726616,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس,restaurant, point_of_interest, food, establishment
1573,Kudu - Al Muzahmiya Mall,3.8,435.0,46.2867774,24.4760398,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, meal_delivery, meal_takeaway, food
1574,McDonald's,3.6,1128.0,46.286331,24.476011,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس,restaurant, point_of_interest, food, establishment
1575,Burger King - Exit 28,3.8,1294.0,46.6212052,24.5681274,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1576,Mama Noura,4.1,11464.0,46.6653609,24.5717473,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1577,بيتزا الأصايل,4.0,189.0,46.51706969999999,24.5634764,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1578,Al Nafoura Restaurant,3.3,1007.0,46.6251475,24.5884052,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس,restaurant, point_of_interest, food, establishment
1579,Casa Pasta,4.3,808.0,46.5447847,24.5679414,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1580,Maestro Pizza,4.0,760.0,46.54483940000001,24.5680244,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,meal_delivery, meal_takeaway, restaurant, food
1581,Herfy,3.8,710.0,46.5464219,24.5730097,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1582,Domino's Pizza,3.8,491.0,46.5467046,24.5730066,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,meal_delivery, meal_takeaway, restaurant, food
1583,Herfy,3.7,1459.0,46.5644569,24.5535259,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس,restaurant, point_of_interest, food, establishment
1584,Kudu - Najm Al Din Al Ayyubi,3.9,1253.0,46.5684861,24.5531347,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, meal_delivery, meal_takeaway, food
1585,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,790.0,46.63085969999999,24.5802744,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,meal_delivery, restaurant, food, point_of_interest
1586,KFC,3.2,1068.0,46.5713944,24.5527572,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس,restaurant, point_of_interest, food, establishment
1587,Krispy Kreme Najm Ad Din - كرسبي كريم نجم الدين,4.2,351.0,46.5717138,24.5527337,"['bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",حي الأندلس,bakery, restaurant, food, store
1588,KFC,3.2,1179.0,46.53392159999999,24.6359595,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس,restaurant, point_of_interest, food, establishment
1589,KFC,3.4,1705.0,46.61225279999999,24.5724179,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1590,Kudu - Tuwaiq - Riyadh,3.8,1092.0,46.5803146,24.5777535,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, meal_delivery, meal_takeaway, food
1591,Herfy,3.8,1459.0,46.5757367,24.5774162,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1592,KFC,3.4,1224.0,46.58212329999999,24.5777937,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس,restaurant, point_of_interest, food, establishment
1593,Al-Kef Al-Dhahbi Restaurant,3.8,1792.0,46.5560295,24.6270715,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس,restaurant, point_of_interest, food, establishment
1594,Maestro Pizza,3.9,1166.0,46.55749,24.6268875,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,meal_delivery, meal_takeaway, restaurant, food
1595,McDonald's,3.8,2261.0,46.586062,24.578088,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس,restaurant, point_of_interest, food, establishment
1596,Al-Saudi Restaurant,3.7,881.0,46.5583919,24.62841929999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1597,Burgerizzr,3.9,891.0,46.561442,24.629409,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس,restaurant, point_of_interest, food, establishment
1598,Pigeons Time,4.0,963.0,46.5586793,24.6383518,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1599,McDonald's,3.7,4198.0,46.56466,24.631477,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس,restaurant, point_of_interest, food, establishment
1600,Jan Burger - جان برجر‎,3.7,955.0,46.56467000000001,24.632401,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس,restaurant, point_of_interest, food, establishment
1601,abu jbara restaurant,4.0,2630.0,46.5648429,24.6325413,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1602,مطافي وجبات سريعة,3.9,292.0,46.5863721,24.5969531,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1603,Hamburgini هامبرغيني - Dhahrat Laban,3.9,1484.0,46.5657878,24.6323112,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,meal_delivery, restaurant, food, point_of_interest
1604,KFC,3.4,1776.0,46.5663484,24.6326132,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1605,Romansiah,4.4,12217.0,46.5683016,24.6347791,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس,restaurant, point_of_interest, food, establishment
1606,Golden Salamon Restaurant,3.6,2016.0,46.6050754,24.5758887,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1607,Herfy,3.6,216.0,46.62825859999999,24.4964041,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس,restaurant, point_of_interest, food, establishment
1608,Indian Valley Restaurant,3.6,1465.0,46.613558,24.5703014,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1609,Cheese Restaurant,3.9,888.0,46.6136233,24.5787268,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1610,Herfy,3.7,1427.0,46.61903469999999,24.5692395,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1611,McDonald's,3.8,3377.0,46.618454,24.569785,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1612,Maestro Pizza,4.1,641.0,46.61384040000001,24.5825227,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,meal_delivery, meal_takeaway, restaurant, food
1613,Jan Burger - جان برجر‎,3.7,853.0,46.61426700000001,24.582688,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1614,Domino's Pizza,3.9,896.0,46.5757043,24.6534047,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس,meal_delivery, meal_takeaway, restaurant, point_of_interest
1615,توم توم | TOM TOM,3.8,278.0,46.62239729999999,24.5675952,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1616,Maestro Pizza,3.9,734.0,46.6230025,24.567418,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس,meal_delivery, meal_takeaway, restaurant, point_of_interest
1617,Hamburgini هامبرغيني - As Suwaidi Al Gharabi,3.8,994.0,46.623349,24.5671739,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,meal_delivery, restaurant, food, point_of_interest
1618,Pizzaratti AlSuwaidi,4.1,845.0,46.6233845,24.5671361,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,restaurant, food, point_of_interest, establishment
1619,Domino's Pizza,3.8,547.0,46.6252652,24.5663525,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس,meal_delivery, meal_takeaway, restaurant, food
1620,Maestro Pizza,4.0,444.0,44.4074628,24.51445229999999,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,meal_delivery, meal_takeaway, restaurant, food
1621,Kudu - Duwadimi,3.7,682.0,44.4107185,24.5163394,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, meal_delivery, meal_takeaway, food
1622,McDonald's,3.6,1467.0,44.396131,24.507663,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس,restaurant, point_of_interest, food, establishment
1623,Domino's Pizza,4.0,369.0,44.4240438,24.5258778,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,meal_delivery, meal_takeaway, restaurant, food
1624,KFC,3.4,677.0,44.43074920000001,24.5335248,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1625,Subway,3.9,294.0,44.4442185,24.5449246,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1626,تشيكن فرايز فود ترك,5.0,4.0,44.40689580000001,24.51358179999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1627,فوال الطائف,3.8,397.0,44.4079858,24.5146332,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1628,مطعم أحمد,4.1,8.0,44.4079506,24.5146344,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1629,ألذ كنافه,4.2,24.0,44.4079139,24.5146309,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1630,شاورما عالفحم,3.6,46.0,44.40791850000001,24.5146368,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس,restaurant, point_of_interest, food, establishment
1631,لقيمات ماجد,3.7,26.0,44.40767049999999,24.5145376,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1632,قصر العصيرات,3.9,97.0,44.40905099999999,24.5152988,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1633,مذاق الحمام,3.7,172.0,44.40418589999999,24.5128306,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1634,Fit bit مطعم,5.0,14.0,44.4070967,24.5188511,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1635,"بوفيه الهناء "" يقدم مطبق""",4.2,25.0,44.4026549,24.5164335,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس,restaurant, point_of_interest, food, establishment
1636,مطعم لذيذ وشواية لتقديم الوجبات,5.0,3.0,44.4087533,24.5198008,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1637,بوفيه ارض الجنتين,4.0,4.0,44.4018909,24.5159241,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس,restaurant, point_of_interest, food, establishment
1638,مطعم زواية البيت المندي,,0.0,44.4094092,24.5201048,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1639,بوفيهات المثالي,3.8,13.0,44.4011168,24.5150362,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1640,برقر كارني,5.0,7.0,44.4020421,24.5065108,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس,restaurant, point_of_interest, food, establishment
1641,توت نجد للخضار والفواكه,5.0,9.0,44.4017636,24.5063442,"['store', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,store, restaurant, food, point_of_interest
1642,watani restaurant,4.0,986.0,44.3994148,24.5101724,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1643,عصيرات جنه الفواكه,5.0,1.0,44.3993384,24.5101268,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1644,مطعم اطايب النخيل الدوادمي,,0.0,44.4182424,24.5167443,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1645,مطعم كبده تمام,3.0,2.0,44.4182424,24.5167443,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1646,مطعم تميز الوطن,,0.0,44.4182424,24.5167443,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس,restaurant, point_of_interest, food, establishment
1647,مطبخ العربي,,0.0,44.4182424,24.5167443,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1648,Bagar ciff,,0.0,44.4182424,24.5167443,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1649,Al Dawadhmi,5.0,3.0,44.4182424,24.5167443,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس,restaurant, point_of_interest, food, establishment
1650,مطعم صياد اللؤلؤ,,0.0,44.4182424,24.5167444,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس,restaurant, point_of_interest, food, establishment
1651,اسماك الخليج,,0.0,44.4182424,24.5167444,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,meal_takeaway, restaurant, food, point_of_interest
1652,Muhammad abdurehman restaurant,,0.0,44.4182424,24.5167444,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس,restaurant, point_of_interest, food, establishment
1653,بوفيه قوه الكبده,,0.0,44.4182424,24.5167444,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1654,نولا بيتزاريا Nola Pizzeria,4.2,473.0,44.39895019999999,24.5099075,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس,restaurant, point_of_interest, food, establishment
1655,مطاعم ومطابخ الفرسان,4.3,562.0,44.41626489999999,24.51937420000001,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1656,مطاعم البستان البخاري فرع الوحيد في الدوادمي,4.2,381.0,44.3986084,24.50898969999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1657,فوال صباح الخير,4.4,30.0,44.41732499999999,24.5204385,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس,restaurant, point_of_interest, food, establishment
1658,مطعم السلطان Alsultan restaurant,3.8,193.0,44.3972042,24.5081067,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1659,ثلاجة إطعام,,0.0,44.3963613,24.511048,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1660,مقصف ام سعد,5.0,4.0,44.4134327,24.5236685,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1661,Layali Al Sham Restaurant,3.7,85.0,44.4177349,24.5228312,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس,restaurant, point_of_interest, food, establishment
1662,بوفيه زمزم,3.6,24.0,44.4188375,24.5221754,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1663,كاتشي لاونج,4.0,107.0,44.41699239999999,24.5234864,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1664,مطعم 22,5.0,2.0,44.4201684,24.5220666,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1665,فطائر وصايه,3.9,39.0,44.4197631,24.522963,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس,restaurant, point_of_interest, food, establishment
1666,بيتزا كونا,4.3,23.0,44.42396019999999,24.5176284,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس,restaurant, point_of_interest, food, establishment
1667,بوفية ركن هلا,5.0,1.0,44.4239715,24.5176751,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1668,مطعم قرص وسمن,4.1,36.0,44.4202704,24.5229495,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1669,حلويات مذاق الحلا,3.6,8.0,44.4205791,24.5230397,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس,restaurant, point_of_interest, food, establishment
1670,بوفية ابو عنتر,4.4,21.0,44.393192,24.5059384,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1671,مطعم زاد قمرنا,,0.0,44.3978957,24.524709,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1672,مطعم الحنيذ المختص,3.8,68.0,44.39773950000001,24.5246681,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس,restaurant, point_of_interest, food, establishment
1673,بوفية الشباب,3.7,48.0,44.4214438,24.5240864,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,cafe, restaurant, food, point_of_interest
1674,Jamil Al-Bukhari Restaurant,3.7,365.0,44.4217617,24.5241179,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس,restaurant, point_of_interest, food, establishment
1675,بوفيه سكة سفرنا,,0.0,44.4142541,24.5281644,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس,restaurant, food, point_of_interest, establishment
1676,Anab roman restaurant,4.1,168.0,44.3920538,24.5053535,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس,restaurant, point_of_interest, food, establishment
1677,Labiba shawarma,4.5,331.0,44.3919573,24.5052942,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس,restaurant, point_of_interest, food, establishment
1678,بوفية حياة عدن لتقديم الوجبات السريعة,4.7,21.0,44.3966659,24.5253745,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس,restaurant, point_of_interest, food, establishment
