,Name,Score,Category,Price_Range
0,1. شاهي ابو وليد,9.5,Café,$
1,2. Aseeb Najdi Restaurant,9.5,Restaurant,$
2,3. دوّار السّعادة,9.4,Breakfast,$
3,4. McDonald's,9.4,Fast Food,$$
4,5. SHiRO,9.3,Japanese,$$$
5,6. Lavash,9.3,Armenian,$
6,7. Café Lilou,9.3,French,$
7,8. Burger Hunch,9.3,Burgers,$$$
8,9. KAIF,9.3,Café,$
9,10. Entrecôte Café de Paris,9.3,Swiss,$
10,11. Red Box,9.2,Restaurant,$
11,12. White Cafe,9.2,Café,$
12,13. Al Hatab Bakery,9.2,Bakery,$
13,14. TF BAKERY,9.2,Bakery,$
14,15. PICKUP,9.2,Burgers,$
15,16. Baōdo,9.2,Burgers,$
16,17. الشاي العراقي,9.2,Food Truck,$
17,18. SORS,9.1,Bakery,$
18,19. MUNAT Café,9.1,Café,$
19,20. TOFAREYA,9.1,Restaurant,$
20,21. The California Burger,9.1,Burgers,$
21,22. ALHatab Bakery | أفران الحطب,9.1,Bakery,$
22,23. SCRMY,9.1,Café,$$
23,24. Boga,9.1,Salad,$$$$
24,25. The Coffee Address,9.1,Café,$
25,26. Key,9.1,Café,$
26,1. شاهي ابو وليد,9.5,Café,$
27,2. Aseeb Najdi Restaurant,9.5,Restaurant,$
28,3. دوّار السّعادة,9.4,Breakfast,$
29,4. McDonald's,9.4,Fast Food,$$
30,5. SHiRO,9.3,Japanese,$$$
31,6. Lavash,9.3,Armenian,$
32,7. Café Lilou,9.3,French,$
33,8. Burger Hunch,9.3,Burgers,$$$
34,9. KAIF,9.3,Café,$
35,10. Entrecôte Café de Paris,9.3,Swiss,$
36,11. Red Box,9.2,Restaurant,$
37,12. White Cafe,9.2,Café,$
38,13. Al Hatab Bakery,9.2,Bakery,$
39,14. TF BAKERY,9.2,Bakery,$
40,15. PICKUP,9.2,Burgers,$
41,16. Baōdo,9.2,Burgers,$
42,17. الشاي العراقي,9.2,Food Truck,$
43,18. SORS,9.1,Bakery,$
44,19. MUNAT Café,9.1,Café,$
45,20. TOFAREYA,9.1,Restaurant,$
46,21. The California Burger,9.1,Burgers,$
47,22. ALHatab Bakery | أفران الحطب,9.1,Bakery,$
48,23. SCRMY,9.1,Café,$$
49,24. Boga,9.1,Salad,$$$$
50,25. The Coffee Address,9.1,Café,$
51,26. Key,9.1,Café,$
52,1. شاهي ابو وليد,9.5,Café,$
53,2. Aseeb Najdi Restaurant,9.5,Restaurant,$
54,3. دوّار السّعادة,9.4,Breakfast,$
55,4. McDonald's,9.4,Fast Food,$$
56,5. SHiRO,9.3,Japanese,$$$
57,6. Lavash,9.3,Armenian,$
58,7. Café Lilou,9.3,French,$
59,8. Burger Hunch,9.3,Burgers,$$$
60,9. KAIF,9.3,Café,$
61,10. Entrecôte Café de Paris,9.3,Swiss,$
62,11. Red Box,9.2,Restaurant,$
63,12. White Cafe,9.2,Café,$
64,13. Al Hatab Bakery,9.2,Bakery,$
65,14. TF BAKERY,9.2,Bakery,$
66,15. PICKUP,9.2,Burgers,$
67,16. Baōdo,9.2,Burgers,$
68,17. الشاي العراقي,9.2,Food Truck,$
69,18. SORS,9.1,Bakery,$
70,19. MUNAT Café,9.1,Café,$
71,20. TOFAREYA,9.1,Restaurant,$
72,21. The California Burger,9.1,Burgers,$
73,22. ALHatab Bakery | أفران الحطب,9.1,Bakery,$
74,23. SCRMY,9.1,Café,$$
75,24. Boga,9.1,Salad,$$$$
76,25. The Coffee Address,9.1,Café,$
77,26. Key,9.1,Café,$
78,1. شاهي ابو وليد,9.5,Café,$
79,2. Aseeb Najdi Restaurant,9.5,Restaurant,$
80,3. دوّار السّعادة,9.4,Breakfast,$
81,4. McDonald's,9.4,Fast Food,$$
82,5. SHiRO,9.3,Japanese,$$$
83,6. Lavash,9.3,Armenian,$
84,7. Café Lilou,9.3,French,$
85,8. Burger Hunch,9.3,Burgers,$$$
86,9. KAIF,9.3,Café,$
87,10. Entrecôte Café de Paris,9.3,Swiss,$
88,11. Red Box,9.2,Restaurant,$
89,12. White Cafe,9.2,Café,$
90,13. Al Hatab Bakery,9.2,Bakery,$
91,14. TF BAKERY,9.2,Bakery,$
92,15. PICKUP,9.2,Burgers,$
93,16. Baōdo,9.2,Burgers,$
94,17. الشاي العراقي,9.2,Food Truck,$
95,18. SORS,9.1,Bakery,$
96,19. MUNAT Café,9.1,Café,$
97,20. TOFAREYA,9.1,Restaurant,$
98,21. The California Burger,9.1,Burgers,$
99,22. ALHatab Bakery | أفران الحطب,9.1,Bakery,$
100,23. SCRMY,9.1,Café,$$
101,24. Boga,9.1,Salad,$$$$
102,25. The Coffee Address,9.1,Café,$
103,26. Key,9.1,Café,$
104,1. شاهي ابو وليد,9.5,Café,$
105,2. Aseeb Najdi Restaurant,9.5,Restaurant,$
106,3. دوّار السّعادة,9.4,Breakfast,$
107,4. McDonald's,9.4,Fast Food,$$
108,5. SHiRO,9.3,Japanese,$$$
109,6. Lavash,9.3,Armenian,$
110,7. Café Lilou,9.3,French,$
111,8. Burger Hunch,9.3,Burgers,$$$
112,9. KAIF,9.3,Café,$
113,10. Entrecôte Café de Paris,9.3,Swiss,$
114,11. Red Box,9.2,Restaurant,$
115,12. White Cafe,9.2,Café,$
116,13. Al Hatab Bakery,9.2,Bakery,$
117,14. TF BAKERY,9.2,Bakery,$
118,15. PICKUP,9.2,Burgers,$
119,16. Baōdo,9.2,Burgers,$
120,17. الشاي العراقي,9.2,Food Truck,$
121,18. SORS,9.1,Bakery,$
122,19. MUNAT Café,9.1,Café,$
123,20. TOFAREYA,9.1,Restaurant,$
124,21. The California Burger,9.1,Burgers,$
125,22. ALHatab Bakery | أفران الحطب,9.1,Bakery,$
126,23. SCRMY,9.1,Café,$$
127,24. Boga,9.1,Salad,$$$$
128,25. The Coffee Address,9.1,Café,$
129,26. Key,9.1,Café,$
130,1. شاهي ابو وليد,9.5,Café,$
131,2. Aseeb Najdi Restaurant,9.5,Restaurant,$
132,3. دوّار السّعادة,9.4,Breakfast,$
133,4. McDonald's,9.4,Fast Food,$$
134,5. SHiRO,9.3,Japanese,$$$
135,6. Lavash,9.3,Armenian,$
136,7. Café Lilou,9.3,French,$
137,8. Burger Hunch,9.3,Burgers,$$$
138,9. KAIF,9.3,Café,$
139,10. Entrecôte Café de Paris,9.3,Swiss,$
140,11. Red Box,9.2,Restaurant,$
141,12. White Cafe,9.2,Café,$
142,13. Al Hatab Bakery,9.2,Bakery,$
143,14. TF BAKERY,9.2,Bakery,$
144,15. PICKUP,9.2,Burgers,$
145,16. Baōdo,9.2,Burgers,$
146,17. الشاي العراقي,9.2,Food Truck,$
147,18. SORS,9.1,Bakery,$
148,19. MUNAT Café,9.1,Café,$
149,20. TOFAREYA,9.1,Restaurant,$
150,21. The California Burger,9.1,Burgers,$
151,22. ALHatab Bakery | أفران الحطب,9.1,Bakery,$
152,23. SCRMY,9.1,Café,$$
153,24. Boga,9.1,Salad,$$$$
154,25. The Coffee Address,9.1,Café,$
155,26. Key,9.1,Café,$
156,1. شاهي ابو وليد,9.5,Café,$
157,2. Aseeb Najdi Restaurant,9.5,Restaurant,$
158,3. دوّار السّعادة,9.4,Breakfast,$
159,4. McDonald's,9.4,Fast Food,$$
160,5. SHiRO,9.3,Japanese,$$$
161,6. Lavash,9.3,Armenian,$
162,7. Café Lilou,9.3,French,$
163,8. Burger Hunch,9.3,Burgers,$$$
164,9. KAIF,9.3,Café,$
165,10. Entrecôte Café de Paris,9.3,Swiss,$
166,11. Red Box,9.2,Restaurant,$
167,12. White Cafe,9.2,Café,$
168,13. Al Hatab Bakery,9.2,Bakery,$
169,14. TF BAKERY,9.2,Bakery,$
170,15. PICKUP,9.2,Burgers,$
171,16. Baōdo,9.2,Burgers,$
172,17. الشاي العراقي,9.2,Food Truck,$
173,18. SORS,9.1,Bakery,$
174,19. MUNAT Café,9.1,Café,$
175,20. TOFAREYA,9.1,Restaurant,$
176,21. The California Burger,9.1,Burgers,$
177,22. ALHatab Bakery | أفران الحطب,9.1,Bakery,$
178,23. SCRMY,9.1,Café,$$
179,24. Boga,9.1,Salad,$$$$
180,25. The Coffee Address,9.1,Café,$
181,26. Key,9.1,Café,$
182,1. شاهي ابو وليد,9.5,Café,$
183,2. Aseeb Najdi Restaurant,9.5,Restaurant,$
184,3. دوّار السّعادة,9.4,Breakfast,$
185,4. McDonald's,9.4,Fast Food,$$
186,5. SHiRO,9.3,Japanese,$$$
187,6. Lavash,9.3,Armenian,$
188,7. Café Lilou,9.3,French,$
189,8. Burger Hunch,9.3,Burgers,$$$
190,9. KAIF,9.3,Café,$
191,10. Entrecôte Café de Paris,9.3,Swiss,$
192,11. Red Box,9.2,Restaurant,$
193,12. White Cafe,9.2,Café,$
194,13. Al Hatab Bakery,9.2,Bakery,$
195,14. TF BAKERY,9.2,Bakery,$
196,15. PICKUP,9.2,Burgers,$
197,16. Baōdo,9.2,Burgers,$
198,17. الشاي العراقي,9.2,Food Truck,$
199,18. SORS,9.1,Bakery,$
200,19. MUNAT Café,9.1,Café,$
201,20. TOFAREYA,9.1,Restaurant,$
202,21. The California Burger,9.1,Burgers,$
203,22. ALHatab Bakery | أفران الحطب,9.1,Bakery,$
204,23. SCRMY,9.1,Café,$$
205,24. Boga,9.1,Salad,$$$$
206,25. The Coffee Address,9.1,Café,$
207,26. Key,9.1,Café,$
208,1. شاهي ابو وليد,9.5,Café,$
209,2. Aseeb Najdi Restaurant,9.5,Restaurant,$
210,3. دوّار السّعادة,9.4,Breakfast,$
211,4. McDonald's,9.4,Fast Food,$$
212,5. SHiRO,9.3,Japanese,$$$
213,6. Lavash,9.3,Armenian,$
214,7. Café Lilou,9.3,French,$
215,8. Burger Hunch,9.3,Burgers,$$$
216,9. KAIF,9.3,Café,$
217,10. Entrecôte Café de Paris,9.3,Swiss,$
218,11. Red Box,9.2,Restaurant,$
219,12. White Cafe,9.2,Café,$
220,13. Al Hatab Bakery,9.2,Bakery,$
221,14. TF BAKERY,9.2,Bakery,$
222,15. PICKUP,9.2,Burgers,$
223,16. Baōdo,9.2,Burgers,$
224,17. الشاي العراقي,9.2,Food Truck,$
225,18. SORS,9.1,Bakery,$
226,19. MUNAT Café,9.1,Café,$
227,20. TOFAREYA,9.1,Restaurant,$
228,21. The California Burger,9.1,Burgers,$
229,22. ALHatab Bakery | أفران الحطب,9.1,Bakery,$
230,23. SCRMY,9.1,Café,$$
231,24. Boga,9.1,Salad,$$$$
232,25. The Coffee Address,9.1,Café,$
233,26. Key,9.1,Café,$
234,1. شاهي ابو وليد,9.5,Café,$
235,2. Aseeb Najdi Restaurant,9.5,Restaurant,$
236,3. دوّار السّعادة,9.4,Breakfast,$
237,4. McDonald's,9.4,Fast Food,$$
238,5. SHiRO,9.3,Japanese,$$$
239,6. Lavash,9.3,Armenian,$
240,7. Café Lilou,9.3,French,$
241,8. Burger Hunch,9.3,Burgers,$$$
242,9. KAIF,9.3,Café,$
243,10. Entrecôte Café de Paris,9.3,Swiss,$
244,11. Red Box,9.2,Restaurant,$
245,12. White Cafe,9.2,Café,$
246,13. Al Hatab Bakery,9.2,Bakery,$
247,14. TF BAKERY,9.2,Bakery,$
248,15. PICKUP,9.2,Burgers,$
249,16. Baōdo,9.2,Burgers,$
250,17. الشاي العراقي,9.2,Food Truck,$
251,18. SORS,9.1,Bakery,$
252,19. MUNAT Café,9.1,Café,$
253,20. TOFAREYA,9.1,Restaurant,$
254,21. The California Burger,9.1,Burgers,$
255,22. ALHatab Bakery | أفران الحطب,9.1,Bakery,$
256,23. SCRMY,9.1,Café,$$
257,24. Boga,9.1,Salad,$$$$
258,25. The Coffee Address,9.1,Café,$
259,26. Key,9.1,Café,$
260,1. Easy Bakery,9.5,Bakery,$
261,2. BAC Bakehouse & Coffee,9.4,Bakery,$
262,3. Biox,9.4,Bakery,$
263,4. OREGANO PIZZERIA,9.3,Pizza,$
264,5. Ghemar Cafe,9.3,Bakery,$
265,6. Dank Sandwich | دانك ساندوتش,9.3,Sandwich Spot,$
266,7. FISHFACE,9.3,Poke Restaurant,$
267,8. Hels,9.3,Restaurant,$
268,9. Urth Caffé,9.2,Café,$
269,10. Shwkat,9.2,Sandwich Spot,$$
270,11. BLANCA,9.2,Pizza,$
271,12. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$
272,13. Never Enough,9.2,Bakery,$
273,14. ALBAIK,9.2,Fried Chicken,$
274,15. Offwhite Inn,9.2,Restaurant,$$
275,16. PrimeCut,9.1,Burgers,$
276,17. CLAY,9.1,Café,$
277,18. HATABA,9.0,BBQ,$
278,19. Dunkin' Donuts,9.0,Donuts,$
279,20. بَاكر,9.0,Sandwich Spot,$$
280,21. Legit Cafe ليجت كافيه,9.0,Café,$
281,22. Eggsactly,9.0,Breakfast,$
282,23. Dhifa Resturant,9.0,Middle Eastern,$
283,24. اسطا عاصم Usta asim,9.0,Shawarma Restaurant,$
284,25. Al Hatab Bakery,9.0,Bakery,$
285,1. Easy Bakery,9.5,Bakery,$
286,2. BAC Bakehouse & Coffee,9.4,Bakery,$
287,3. Biox,9.4,Bakery,$
288,4. OREGANO PIZZERIA,9.3,Pizza,$
289,5. Ghemar Cafe,9.3,Bakery,$
290,6. Dank Sandwich | دانك ساندوتش,9.3,Sandwich Spot,$
291,7. FISHFACE,9.3,Poke Restaurant,$
292,8. Hels,9.3,Restaurant,$
293,9. Urth Caffé,9.2,Café,$
294,10. Shwkat,9.2,Sandwich Spot,$$
295,11. BLANCA,9.2,Pizza,$
296,12. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$
297,13. Never Enough,9.2,Bakery,$
298,14. ALBAIK,9.2,Fried Chicken,$
299,15. Offwhite Inn,9.2,Restaurant,$$
300,16. PrimeCut,9.1,Burgers,$
301,17. CLAY,9.1,Café,$
302,18. HATABA,9.0,BBQ,$
303,19. Dunkin' Donuts,9.0,Donuts,$
304,20. بَاكر,9.0,Sandwich Spot,$$
305,21. Legit Cafe ليجت كافيه,9.0,Café,$
306,22. Eggsactly,9.0,Breakfast,$
307,23. Dhifa Resturant,9.0,Middle Eastern,$
308,24. اسطا عاصم Usta asim,9.0,Shawarma Restaurant,$
309,25. Al Hatab Bakery,9.0,Bakery,$
310,1. Easy Bakery,9.5,Bakery,$
311,2. BAC Bakehouse & Coffee,9.4,Bakery,$
312,3. Biox,9.4,Bakery,$
313,4. OREGANO PIZZERIA,9.3,Pizza,$
314,5. Ghemar Cafe,9.3,Bakery,$
315,6. Dank Sandwich | دانك ساندوتش,9.3,Sandwich Spot,$
316,7. FISHFACE,9.3,Poke Restaurant,$
317,8. Hels,9.3,Restaurant,$
318,9. Urth Caffé,9.2,Café,$
319,10. Shwkat,9.2,Sandwich Spot,$$
320,11. BLANCA,9.2,Pizza,$
321,12. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$
322,13. Never Enough,9.2,Bakery,$
323,14. ALBAIK,9.2,Fried Chicken,$
324,15. Offwhite Inn,9.2,Restaurant,$$
325,16. PrimeCut,9.1,Burgers,$
326,17. CLAY,9.1,Café,$
327,18. HATABA,9.0,BBQ,$
328,19. Dunkin' Donuts,9.0,Donuts,$
329,20. بَاكر,9.0,Sandwich Spot,$$
330,21. Legit Cafe ليجت كافيه,9.0,Café,$
331,22. Eggsactly,9.0,Breakfast,$
332,23. Dhifa Resturant,9.0,Middle Eastern,$
333,24. اسطا عاصم Usta asim,9.0,Shawarma Restaurant,$
334,25. Al Hatab Bakery,9.0,Bakery,$
335,1. Easy Bakery,9.5,Bakery,$
336,2. BAC Bakehouse & Coffee,9.4,Bakery,$
337,3. Biox,9.4,Bakery,$
338,4. OREGANO PIZZERIA,9.3,Pizza,$
339,5. Ghemar Cafe,9.3,Bakery,$
340,6. Dank Sandwich | دانك ساندوتش,9.3,Sandwich Spot,$
341,7. FISHFACE,9.3,Poke Restaurant,$
342,8. Hels,9.3,Restaurant,$
343,9. Urth Caffé,9.2,Café,$
344,10. Shwkat,9.2,Sandwich Spot,$$
345,11. BLANCA,9.2,Pizza,$
346,12. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$
347,13. Never Enough,9.2,Bakery,$
348,14. ALBAIK,9.2,Fried Chicken,$
349,15. Offwhite Inn,9.2,Restaurant,$$
350,16. PrimeCut,9.1,Burgers,$
351,17. CLAY,9.1,Café,$
352,18. HATABA,9.0,BBQ,$
353,19. Dunkin' Donuts,9.0,Donuts,$
354,20. بَاكر,9.0,Sandwich Spot,$$
355,21. Legit Cafe ليجت كافيه,9.0,Café,$
356,22. Eggsactly,9.0,Breakfast,$
357,23. Dhifa Resturant,9.0,Middle Eastern,$
358,24. اسطا عاصم Usta asim,9.0,Shawarma Restaurant,$
359,25. Al Hatab Bakery,9.0,Bakery,$
360,1. Easy Bakery,9.5,Bakery,$
361,2. BAC Bakehouse & Coffee,9.4,Bakery,$
362,3. Biox,9.4,Bakery,$
363,4. OREGANO PIZZERIA,9.3,Pizza,$
364,5. Ghemar Cafe,9.3,Bakery,$
365,6. Dank Sandwich | دانك ساندوتش,9.3,Sandwich Spot,$
366,7. FISHFACE,9.3,Poke Restaurant,$
367,8. Hels,9.3,Restaurant,$
368,9. Urth Caffé,9.2,Café,$
369,10. Shwkat,9.2,Sandwich Spot,$$
370,11. BLANCA,9.2,Pizza,$
371,12. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$
372,13. Never Enough,9.2,Bakery,$
373,14. ALBAIK,9.2,Fried Chicken,$
374,15. Offwhite Inn,9.2,Restaurant,$$
375,16. PrimeCut,9.1,Burgers,$
376,17. CLAY,9.1,Café,$
377,18. HATABA,9.0,BBQ,$
378,19. Dunkin' Donuts,9.0,Donuts,$
379,20. بَاكر,9.0,Sandwich Spot,$$
380,21. Legit Cafe ليجت كافيه,9.0,Café,$
381,22. Eggsactly,9.0,Breakfast,$
382,23. Dhifa Resturant,9.0,Middle Eastern,$
383,24. اسطا عاصم Usta asim,9.0,Shawarma Restaurant,$
384,25. Al Hatab Bakery,9.0,Bakery,$
385,1. Easy Bakery,9.5,Bakery,$
386,2. BAC Bakehouse & Coffee,9.4,Bakery,$
387,3. Biox,9.4,Bakery,$
388,4. OREGANO PIZZERIA,9.3,Pizza,$
389,5. Ghemar Cafe,9.3,Bakery,$
390,6. Dank Sandwich | دانك ساندوتش,9.3,Sandwich Spot,$
391,7. FISHFACE,9.3,Poke Restaurant,$
392,8. Hels,9.3,Restaurant,$
393,9. Urth Caffé,9.2,Café,$
394,10. Shwkat,9.2,Sandwich Spot,$$
395,11. BLANCA,9.2,Pizza,$
396,12. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$
397,13. Never Enough,9.2,Bakery,$
398,14. ALBAIK,9.2,Fried Chicken,$
399,15. Offwhite Inn,9.2,Restaurant,$$
400,16. PrimeCut,9.1,Burgers,$
401,17. CLAY,9.1,Café,$
402,18. HATABA,9.0,BBQ,$
403,19. Dunkin' Donuts,9.0,Donuts,$
404,20. بَاكر,9.0,Sandwich Spot,$$
405,21. Legit Cafe ليجت كافيه,9.0,Café,$
406,22. Eggsactly,9.0,Breakfast,$
407,23. Dhifa Resturant,9.0,Middle Eastern,$
408,24. اسطا عاصم Usta asim,9.0,Shawarma Restaurant,$
409,25. Al Hatab Bakery,9.0,Bakery,$
410,1. Easy Bakery,9.5,Bakery,$
411,2. BAC Bakehouse & Coffee,9.4,Bakery,$
412,3. Biox,9.4,Bakery,$
413,4. OREGANO PIZZERIA,9.3,Pizza,$
414,5. Ghemar Cafe,9.3,Bakery,$
415,6. Dank Sandwich | دانك ساندوتش,9.3,Sandwich Spot,$
416,7. FISHFACE,9.3,Poke Restaurant,$
417,8. Hels,9.3,Restaurant,$
418,9. Urth Caffé,9.2,Café,$
419,10. Shwkat,9.2,Sandwich Spot,$$
420,11. BLANCA,9.2,Pizza,$
421,12. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$
422,13. Never Enough,9.2,Bakery,$
423,14. ALBAIK,9.2,Fried Chicken,$
424,15. Offwhite Inn,9.2,Restaurant,$$
425,16. PrimeCut,9.1,Burgers,$
426,17. CLAY,9.1,Café,$
427,18. HATABA,9.0,BBQ,$
428,19. Dunkin' Donuts,9.0,Donuts,$
429,20. بَاكر,9.0,Sandwich Spot,$$
430,21. Legit Cafe ليجت كافيه,9.0,Café,$
431,22. Eggsactly,9.0,Breakfast,$
432,23. Dhifa Resturant,9.0,Middle Eastern,$
433,24. اسطا عاصم Usta asim,9.0,Shawarma Restaurant,$
434,25. Al Hatab Bakery,9.0,Bakery,$
435,1. Easy Bakery,9.5,Bakery,$
436,2. BAC Bakehouse & Coffee,9.4,Bakery,$
437,3. Biox,9.4,Bakery,$
438,4. OREGANO PIZZERIA,9.3,Pizza,$
439,5. Ghemar Cafe,9.3,Bakery,$
440,6. Dank Sandwich | دانك ساندوتش,9.3,Sandwich Spot,$
441,7. FISHFACE,9.3,Poke Restaurant,$
442,8. Hels,9.3,Restaurant,$
443,9. Urth Caffé,9.2,Café,$
444,10. Shwkat,9.2,Sandwich Spot,$$
445,11. BLANCA,9.2,Pizza,$
446,12. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$
447,13. Never Enough,9.2,Bakery,$
448,14. ALBAIK,9.2,Fried Chicken,$
449,15. Offwhite Inn,9.2,Restaurant,$$
450,16. PrimeCut,9.1,Burgers,$
451,17. CLAY,9.1,Café,$
452,18. HATABA,9.0,BBQ,$
453,19. Dunkin' Donuts,9.0,Donuts,$
454,20. بَاكر,9.0,Sandwich Spot,$$
455,21. Legit Cafe ليجت كافيه,9.0,Café,$
456,22. Eggsactly,9.0,Breakfast,$
457,23. Dhifa Resturant,9.0,Middle Eastern,$
458,24. اسطا عاصم Usta asim,9.0,Shawarma Restaurant,$
459,25. Al Hatab Bakery,9.0,Bakery,$
460,1. Easy Bakery,9.5,Bakery,$
461,2. BAC Bakehouse & Coffee,9.4,Bakery,$
462,3. Biox,9.4,Bakery,$
463,4. OREGANO PIZZERIA,9.3,Pizza,$
464,5. Ghemar Cafe,9.3,Bakery,$
465,6. Dank Sandwich | دانك ساندوتش,9.3,Sandwich Spot,$
466,7. FISHFACE,9.3,Poke Restaurant,$
467,8. Hels,9.3,Restaurant,$
468,9. Urth Caffé,9.2,Café,$
469,10. Shwkat,9.2,Sandwich Spot,$$
470,11. BLANCA,9.2,Pizza,$
471,12. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$
472,13. Never Enough,9.2,Bakery,$
473,14. ALBAIK,9.2,Fried Chicken,$
474,15. Offwhite Inn,9.2,Restaurant,$$
475,16. PrimeCut,9.1,Burgers,$
476,17. CLAY,9.1,Café,$
477,18. HATABA,9.0,BBQ,$
478,19. Dunkin' Donuts,9.0,Donuts,$
479,20. بَاكر,9.0,Sandwich Spot,$$
480,21. Legit Cafe ليجت كافيه,9.0,Café,$
481,22. Eggsactly,9.0,Breakfast,$
482,23. Dhifa Resturant,9.0,Middle Eastern,$
483,24. اسطا عاصم Usta asim,9.0,Shawarma Restaurant,$
484,25. Al Hatab Bakery,9.0,Bakery,$
485,1. Easy Bakery,9.5,Bakery,$
486,2. BAC Bakehouse & Coffee,9.4,Bakery,$
487,3. Biox,9.4,Bakery,$
488,4. OREGANO PIZZERIA,9.3,Pizza,$
489,5. Ghemar Cafe,9.3,Bakery,$
490,6. Dank Sandwich | دانك ساندوتش,9.3,Sandwich Spot,$
491,7. FISHFACE,9.3,Poke Restaurant,$
492,8. Hels,9.3,Restaurant,$
493,9. Urth Caffé,9.2,Café,$
494,10. Shwkat,9.2,Sandwich Spot,$$
495,11. BLANCA,9.2,Pizza,$
496,12. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$
497,13. Never Enough,9.2,Bakery,$
498,14. ALBAIK,9.2,Fried Chicken,$
499,15. Offwhite Inn,9.2,Restaurant,$$
500,16. PrimeCut,9.1,Burgers,$
501,17. CLAY,9.1,Café,$
502,18. HATABA,9.0,BBQ,$
503,19. Dunkin' Donuts,9.0,Donuts,$
504,20. بَاكر,9.0,Sandwich Spot,$$
505,21. Legit Cafe ليجت كافيه,9.0,Café,$
506,22. Eggsactly,9.0,Breakfast,$
507,23. Dhifa Resturant,9.0,Middle Eastern,$
508,24. اسطا عاصم Usta asim,9.0,Shawarma Restaurant,$
509,25. Al Hatab Bakery,9.0,Bakery,$
510,1. ساين,9.6,Burgers,$
511,2. Al Hatab Bakery,9.5,Bakery,$
512,3. Mama Noura,9.3,Shawarma Restaurant,$
513,4. Urth Caffé,9.2,Café,$
514,5. BLANCA,9.2,Pizza,$$
515,6. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$
516,7. ALBAIK,9.2,Fried Chicken,$
517,8. Offwhite Inn,9.2,Restaurant,$
518,9. Dunkin' Donuts,9.2,Donuts,$
519,10. Al Hatab Bakery,9.1,Bakery,$$
520,11. dr.CAFE COFFEE,9.1,Café,$
521,12. La Casa Pasta,9.1,Italian,$
522,13. CLAY,9.1,Café,$
523,14. Boga,9.0,Sandwich Spot,$
524,15. Legit Cafe ليجت كافيه,9.0,Café,$
525,16. Dunkin Donuts,9.0,Donuts,$
526,17. Dunkin' Donuts,9.0,Donuts,$
527,18. Dunkin Donuts,9.0,Donuts,$
528,1. ساين,9.6,Burgers,$
529,2. Al Hatab Bakery,9.5,Bakery,$
530,3. Mama Noura,9.3,Shawarma Restaurant,$
531,4. Urth Caffé,9.2,Café,$
532,5. BLANCA,9.2,Pizza,$$
533,6. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$
534,7. ALBAIK,9.2,Fried Chicken,$
535,8. Offwhite Inn,9.2,Restaurant,$
536,9. Dunkin' Donuts,9.2,Donuts,$
537,10. Al Hatab Bakery,9.1,Bakery,$$
538,11. dr.CAFE COFFEE,9.1,Café,$
539,12. La Casa Pasta,9.1,Italian,$
540,13. CLAY,9.1,Café,$
541,14. Boga,9.0,Sandwich Spot,$
542,15. Legit Cafe ليجت كافيه,9.0,Café,$
543,16. Dunkin Donuts,9.0,Donuts,$
544,17. Dunkin' Donuts,9.0,Donuts,$
545,18. Dunkin Donuts,9.0,Donuts,$
546,1. ساين,9.6,Burgers,$
547,2. Al Hatab Bakery,9.5,Bakery,$
548,3. Mama Noura,9.3,Shawarma Restaurant,$
549,4. Urth Caffé,9.2,Café,$
550,5. BLANCA,9.2,Pizza,$$
551,6. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$
552,7. ALBAIK,9.2,Fried Chicken,$
553,8. Offwhite Inn,9.2,Restaurant,$
554,9. Dunkin' Donuts,9.2,Donuts,$
555,10. Al Hatab Bakery,9.1,Bakery,$$
556,11. dr.CAFE COFFEE,9.1,Café,$
557,12. La Casa Pasta,9.1,Italian,$
558,13. CLAY,9.1,Café,$
559,14. Boga,9.0,Sandwich Spot,$
560,15. Legit Cafe ليجت كافيه,9.0,Café,$
561,16. Dunkin Donuts,9.0,Donuts,$
562,17. Dunkin' Donuts,9.0,Donuts,$
563,18. Dunkin Donuts,9.0,Donuts,$
564,1. ساين,9.6,Burgers,$
565,2. Al Hatab Bakery,9.5,Bakery,$
566,3. Mama Noura,9.3,Shawarma Restaurant,$
567,4. Urth Caffé,9.2,Café,$
568,5. BLANCA,9.2,Pizza,$$
569,6. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$
570,7. ALBAIK,9.2,Fried Chicken,$
571,8. Offwhite Inn,9.2,Restaurant,$
572,9. Dunkin' Donuts,9.2,Donuts,$
573,10. Al Hatab Bakery,9.1,Bakery,$$
574,11. dr.CAFE COFFEE,9.1,Café,$
575,12. La Casa Pasta,9.1,Italian,$
576,13. CLAY,9.1,Café,$
577,14. Boga,9.0,Sandwich Spot,$
