,Name,Score,Category,Price_Range,Price_Range_encoded,Category_encoded
2226,11. WHJ CAFE,9.3,Café,$,0,8
2227,12. Al Afrah Restaurant,9.3,Breakfast,$,0,5
2228,13. DIA BAKERY,9.3,Bakery,$,0,4
2229,14. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$,0,5
2230,15. فرن صحيفة وفطائر شامية,9.3,Bakery,$,0,4
2231,16. Stones,9.3,Café,$,0,8
2232,17. Sakaf Cafe,9.3,Café,$,0,8
2233,18. Boga Superfoods,9.2,Sandwich Spot,$,0,27
2234,19. بلوف,9.2,Restaurant,$,0,25
2235,20. Al Hatab Bakery,9.2,Bakery,$$,1,4
2236,21. Al Hatab Bakery,9.2,Bakery,$$,1,4
2237,22. Signor Sassi,9.2,Italian,$$,1,18
2238,23. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$,0,22
2239,24. Armin,9.2,Eastern European,$$,1,10
2240,25. AlKadesiya Bakery,9.2,Bakery,$,0,4
2241,26. Armin,9.2,Mediterranean,$,0,21
2242,27. BLANCA,9.2,Pizza,$,0,23
2243,28. محامص ومطاحن السوادي,9.2,Snacks,$,0,30
2244,1. Knoll Coffee Roasters,9.6,Café,$,0,8
2245,2. Red Box,9.5,Restaurant,$,0,25
2246,3. Dunkin’ Donuts Drive Thru,9.4,Donuts,$,0,9
2247,4. The California Burger,9.4,Burgers,$,0,7
2248,5. ساين,9.4,Burgers,$,0,7
2249,6. Oregano Pizzeria,9.4,Pizza,$,0,23
2250,7. AlNaqaa,9.4,Breakfast,$,0,5
2251,8. محمصة اليوم الثامن,9.4,Café,$,0,8
2252,9. شاي وسمسم,9.4,Café,$$$$,3,8
2253,10. Myazū,9.3,Japanese,$,0,19
2254,11. WHJ CAFE,9.3,Café,$,0,8
2255,12. Al Afrah Restaurant,9.3,Breakfast,$,0,5
2256,13. DIA BAKERY,9.3,Bakery,$,0,4
2257,14. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$,0,5
2258,15. فرن صحيفة وفطائر شامية,9.3,Bakery,$,0,4
2259,16. Stones,9.3,Café,$,0,8
2260,17. Sakaf Cafe,9.3,Café,$,0,8
2261,18. Boga Superfoods,9.2,Sandwich Spot,$,0,27
2262,19. بلوف,9.2,Restaurant,$,0,25
2263,20. Al Hatab Bakery,9.2,Bakery,$$,1,4
2264,21. Al Hatab Bakery,9.2,Bakery,$$,1,4
2265,22. Signor Sassi,9.2,Italian,$$,1,18
2266,23. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$,0,22
2267,24. Armin,9.2,Eastern European,$$,1,10
2268,25. AlKadesiya Bakery,9.2,Bakery,$,0,4
2269,26. Armin,9.2,Mediterranean,$,0,21
2270,27. BLANCA,9.2,Pizza,$,0,23
2271,28. محامص ومطاحن السوادي,9.2,Snacks,$,0,30
2272,1. Knoll Coffee Roasters,9.6,Café,$,0,8
2273,2. Red Box,9.5,Restaurant,$,0,25
2274,3. Dunkin’ Donuts Drive Thru,9.4,Donuts,$,0,9
2275,4. The California Burger,9.4,Burgers,$,0,7
2276,5. ساين,9.4,Burgers,$,0,7
2277,6. Oregano Pizzeria,9.4,Pizza,$,0,23
2278,7. AlNaqaa,9.4,Breakfast,$,0,5
2279,8. محمصة اليوم الثامن,9.4,Café,$,0,8
2280,9. شاي وسمسم,9.4,Café,$$$$,3,8
2281,10. Myazū,9.3,Japanese,$,0,19
2282,11. WHJ CAFE,9.3,Café,$,0,8
2283,12. Al Afrah Restaurant,9.3,Breakfast,$,0,5
2284,13. DIA BAKERY,9.3,Bakery,$,0,4
2285,14. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$,0,5
2286,15. فرن صحيفة وفطائر شامية,9.3,Bakery,$,0,4
2287,16. Stones,9.3,Café,$,0,8
2288,17. Sakaf Cafe,9.3,Café,$,0,8
2289,18. Boga Superfoods,9.2,Sandwich Spot,$,0,27
2290,19. بلوف,9.2,Restaurant,$,0,25
2291,20. Al Hatab Bakery,9.2,Bakery,$$,1,4
2292,21. Al Hatab Bakery,9.2,Bakery,$$,1,4
2293,22. Signor Sassi,9.2,Italian,$$,1,18
2294,23. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$,0,22
2295,24. Armin,9.2,Eastern European,$$,1,10
2296,25. AlKadesiya Bakery,9.2,Bakery,$,0,4
2297,26. Armin,9.2,Mediterranean,$,0,21
2298,27. BLANCA,9.2,Pizza,$,0,23
2299,28. محامص ومطاحن السوادي,9.2,Snacks,$,0,30
